Category,DocName,CriteriaName,ParentRule,CriteriaDefinition,RuleType,FurtherInfo,Label
Stop_Loss_Contract,GSLOT-11133-XP_Schedule_of_Benefit_Aggregate,Criteria,Set Covered Units 4 Tier,"<Criteria><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_TIEREDLIVESAGG"" operator=""EQ"" compValue=""6432"" rParen="""" /></Criteria>",Variables,"<VariableList><VariableItem varName=""SUD_COVERED_UNITS_4T"" dtype=""string"" static=""false"" global=""false"" default=""""><VariableValue varValue=""Single Employee, Employee and Spouse, Employee and Child, Employee and Family"" /></VariableItem></VariableList>",
Stop_Loss_Contract,GSLOT-11133-XP_Schedule_of_Benefit_Aggregate,Criteria,Set Domestic Provider String,"<Criteria><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSAGGREGATE"" varField=""RELATEDPROVIDERREIMBURSE"" operator=""NE"" compValue=""1"" compValueType=""float"" rParen="""" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSAGGREGATE"" varField=""RELATEDPROVIDERREIMBURSE"" operator=""NE"" compValue=""NULL"" connector="""" /></Criteria>",Variables,"<VariableList><VariableItem varName=""SUD_DOMESTIC_PROVIDER_STRING"" dtype=""string"" static=""false"" global=""false"" default=""""><VariableValue varValue=""Domestic Provider Reimbursement Percentage"" /></VariableItem></VariableList>",
Stop_Loss_Contract,GSLOT-11133-XP_Schedule_of_Benefit_Aggregate,Criteria,Set Domestic Provider Values,"<Criteria><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSAGGREGATE"" varField=""RELATEDPROVIDERREIMBURSE"" operator=""NE"" compValue=""1"" compValueType=""float"" rParen="""" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSAGGREGATE"" varField=""RELATEDPROVIDERREIMBURSE"" operator=""NE"" compValue=""NULL"" connector="""" /></Criteria>",Variables,"<VariableList><VariableItem varName=""SUD_DOMESTIC_PROVIDER_VALUE1"" dtype=""string"" static=""false"" global=""false"" default=""""><VariableValue varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSAGGREGATE"" varField=""RELATEDPROVIDERREIMBURSE"" /></VariableItem><VariableItem varName=""SUD_DOMESTIC_PROVIDER_VALUE2"" dtype=""string"" static=""false"" global=""false"" default=""""><VariableValue varValue=""% of Eligible Expenses"" /></VariableItem></VariableList>",
Stop_Loss_Contract,GSLOT-11133-XP_Schedule_of_Benefit_Aggregate,Criteria,Set Policy Year,"<Criteria><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""ANNIVEFFDT"" operator=""EQ"" compValue=""NULL"" /></Criteria>",Variables,"<VariableList><VariableItem varName=""SUD_POLICY_YEAR"" dtype=""dateTime"" static=""false"" global=""false"" default=""""><VariableValue varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""CONTRACTEFFDT"" /></VariableItem></VariableList>",
Stop_Loss_Contract,GSLOT-11133-XP_Schedule_of_Benefit_Aggregate,Criteria,Set Policy Year Renewal,"<Criteria><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""ANNIVEFFDT"" operator=""NE"" compValue=""NULL"" rParen="""" /></Criteria>",Variables,"<VariableList><VariableItem varName=""SUD_POLICY_YEAR"" dtype=""dateTime"" static=""false"" global=""false"" default=""""><VariableValue varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""ANNIVEFFDT"" /></VariableItem></VariableList>",
Stop_Loss_Contract,GSLOT-11133-XP_Schedule_of_Benefit_Aggregate,Criteria,Set Renewal String,"<Criteria><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""ANNIVEFFDT"" operator=""NE"" compValue=""NULL"" rParen="""" /></Criteria>",Variables,"<VariableList><VariableItem varName=""SUD_RENEWAL"" dtype=""string"" static=""false"" global=""false"" default=""""><VariableValue varValue=""Renewal "" /></VariableItem></VariableList>",
Stop_Loss_Contract,GSLOT-11133-XP_Schedule_of_Benefit_Aggregate,Criteria,Set Retirees Covered,"<Criteria><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSAGGREGATE"" varField=""RETIREESCOVEREDIND"" operator=""EQ"" compValue=""Y"" rParen="""" /></Criteria>",Variables,"<VariableList><VariableItem varName=""SUD_RETIREES_COVERED"" dtype=""string"" static=""false"" global=""false"" default=""""><VariableValue varValue=""Covered"" /></VariableItem></VariableList>",
Stop_Loss_Contract,GSLOT-11133-XP_Schedule_of_Benefit_Aggregate,Criteria,Set Retirees Not Covered,"<Criteria><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSAGGREGATE"" varField=""RETIREESCOVEREDIND"" operator=""EQ"" compValue=""N"" /></Criteria>",Variables,"<VariableList><VariableItem varName=""SUD_RETIREES_NOT_COVERED"" dtype=""string"" static=""false"" global=""false"" default=""""><VariableValue varValue=""Not Covered"" /></VariableItem></VariableList>",
Stop_Loss_Contract,GSLOT-11133-XP_Schedule_of_Benefit_Aggregate,Criteria,Set Terminal Liability String,"<Criteria><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_TERMINALLIABILITYAGG"" operator=""NE"" compValue=""6624"" rParen="""" /></Criteria>",Variables,"<VariableList><VariableItem varName=""SUD_TERM_LIAB_STRING"" dtype=""string"" static=""false"" global=""false"" default=""""><VariableValue varValue=""Terminal Liability Aggregate Benefit Attachment Point"" /></VariableItem><VariableItem varName=""SUD_TERM_LIAB_VALUE"" dtype=""string"" static=""false"" global=""false"" default=""""><VariableValue varValue=""The Terminal Liability Aggregate Benefit Attachment Point is equal to the sum of the Aggregate Deductible Factors for all Covered Benefits, multiplied by the greater of:&lt;br&gt;"" /></VariableItem><VariableItem varName=""SUD_TERM_LIAB_VALUE_BULLET_A"" dtype=""string"" static=""false"" global=""false"" default=""""><VariableValue varValue=""a) &amp;nbsp;&amp;nbsp;The sum of the number of Covered Units for each of the last 3 Benefit Months of the Policy Year, or&lt;br&gt;"" /></VariableItem><VariableItem varName=""SUD_TERM_LIAB_VALUE_BULLET_B"" dtype=""string"" static=""false"" global=""false"" default=""""><VariableValue varValue=""b)&amp;nbsp;&amp;nbsp; The average number of Covered Units for all Benefit Months in the Policy Year, multiplied by 3."" /></VariableItem></VariableList>",
Stop_Loss_Contract,GSLOT-11133-XP_Schedule_of_Benefit_Aggregate,Make_Sure_Variables_Exist,Set_User_Defined_FLOAT_Variables,"<Criteria><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSAGGREGATE"" varField=""FINALLIVES"" operator=""NE"" compValue=""NULL"" rParen="""" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSAGGREGATE"" varField=""FINALRATE"" operator=""NE"" compValue=""NULL"" /></Criteria>",Variables,"<VariableList><VariableItem varName=""FUD_FINAL_RATE_MULTIPLIED"" dtype=""float"" static=""false"" global=""false"" default=""0""><VariableValue varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSAGGREGATE"" varField=""FINALLIVES"" varOperator=""*"" /><VariableValue varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSAGGREGATE"" varField=""FINALRATE"" varOperator=""*"" /><VariableValue varValue=""12"" /></VariableItem></VariableList>",
Stop_Loss_Contract,GSLOT-11133-XP_Schedule_of_Benefit_Aggregate,Does_ADF_Table_Exist,SOBA_ADF_Table,"<Criteria><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""ADF"" varField=""eof:ADF"" operator=""EQ"" compValue=""N"" /></Criteria>",Section,,
Stop_Loss_Contract,GSLOT-11133-XP_Schedule_of_Benefit_Aggregate,Dental_Lives_Not_Zero,SOBA_ADF_Table_for_Dental,"<Criteria><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSAGGREGATE"" varField=""DENTALLIVES"" operator=""NE"" compValue=""NULL"" /></Criteria>",Section,,
Stop_Loss_Contract,GSLOT-11133-XP_Schedule_of_Benefit_Aggregate,Medical_Lives_Not_Zero,SOBA_ADF_Table_for_Medical,"<Criteria><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSAGGREGATE"" varField=""MEDICALLIVES"" operator=""NE"" compValue=""NULL"" /></Criteria>",Section,,
Stop_Loss_Contract,GSLOT-11133-XP_Schedule_of_Benefit_Aggregate,Prescription_Drug_Lives_Not_Zero,SOBA_ADF_Table_for_PDP,"<Criteria><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSAGGREGATE"" varField=""PRESCRIPTIONDRUGLIVES"" operator=""NE"" compValue=""NULL"" rParen="""" /></Criteria>",Section,,
Stop_Loss_Contract,GSLOT-11133-XP_Schedule_of_Benefit_Aggregate,STD_Lives_Not_Zero,SOBA_ADF_Table_for_STD,"<Criteria><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSAGGREGATE"" varField=""STDLIVES"" operator=""NE"" compValue=""NULL"" rParen="""" /></Criteria>",Section,,
Stop_Loss_Contract,GSLOT-11133-XP_Schedule_of_Benefit_Aggregate,Vision_Lives_Not_Zero,SOBA_ADF_Table_for_Vision,"<Criteria><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSAGGREGATE"" varField=""VISIONLIVES"" operator=""NE"" compValue=""NULL"" rParen="""" /></Criteria>",Section,,
"('Stop_Loss_Contract', 'GSLOT-11133-XP_Schedule_of_Benefit_Aggregate', 'ADF_Applies', 'SOBA_ADF_Table_Heading', '<Criteria><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""ADF"" varField=""eof:ADF"" operator=""EQ"" compValue=""N"" /></Criteria>', 'ContentGroup', '<?xml version=""1.0"" encoding=""UTF-8""?>\r\n<ContentGroupList>\r\n  <ContentGroup contentGrpName=""SOBA_ADF_Table_Heading"" contentGrpId=""DUMMY_1234"" />\r\n</ContentGroupList>\r\n\r\n', None)"
Stop_Loss_Contract,GSLOT-11133-XP_Schedule_of_Benefit_Aggregate,Medical_Lives_Not_Zero,SOBA_Covered_Benefits,"<Criteria><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSAGGREGATE"" varField=""MEDICALLIVES"" operator=""NE"" compValue=""NULL"" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSAGGREGATE"" varField=""MEDICALLIVES"" operator=""GT"" compValue=""0"" /></Criteria>",Section,,
"('Stop_Loss_Contract', 'GSLOT-11133-XP_Schedule_of_Benefit_Aggregate', 'Check_if_Inludes_All_Drugs', 'SOBA_Covered_Benefits_Including_All_Prescription_Drugs', '<Criteria><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSAGGREGATE"" varField=""PRESCRIPTIONDRUGLIVES"" operator=""NE"" compValue=""NULL"" /></Criteria>', 'ContentGroup', '<?xml version=""1.0"" encoding=""UTF-8""?>\r\n<ContentGroupList>\r\n  <ContentGroup contentGrpName=""SOBA_Covered_Benefits_Including_All_Prescription_Drugs"" contentGrpId=""DUMMY_1234"" />\r\n</ContentGroupList>\r\n\r\n', None)"
"('Stop_Loss_Contract', 'GSLOT-11133-XP_Schedule_of_Benefit_Aggregate', 'Check_if_Excluding_Drugs_Covered_Under_the_Plan', 'SOBA_Covered_Benefits_No_Prescription_Drugs_Covered_Under_the_Plan', '<Criteria><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSAGGREGATE"" varField=""PRESCRIPTIONDRUGLIVES"" operator=""EQ"" compValue=""NULL"" /></Criteria>', 'ContentGroup', '<?xml version=""1.0"" encoding=""UTF-8""?>\r\n<ContentGroupList>\r\n  <ContentGroup contentGrpName=""SOBA_Covered_Benefits_No_Prescription_Drugs_Covered_Under_the_Plan"" contentGrpId=""DUMMY_1234"" />\r\n</ContentGroupList>\r\n\r\n', None)"
"('Stop_Loss_Contract', 'GSLOT-11133-XP_Schedule_of_Benefit_Aggregate', '3_Tiered', 'SOBA_Covered_Units_3_Tiered', '<Criteria><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_TIEREDLIVESAGG"" operator=""EQ"" compValue=""6431"" /></Criteria>', 'ContentGroup', '<?xml version=""1.0"" encoding=""UTF-8""?>\r\n<ContentGroupList>\r\n  <ContentGroup contentGrpName=""SOBA_Covered_Units_3_Tiered"" contentGrpId=""DUMMY_1234"" />\r\n</ContentGroupList>\r\n\r\n', None)"
"('Stop_Loss_Contract', 'GSLOT-11133-XP_Schedule_of_Benefit_Aggregate', '4_Tiered', 'SOBA_Covered_Units_4_Tiered', '<Criteria><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_TIEREDLIVESAGG"" operator=""EQ"" compValue=""6432"" /></Criteria>', 'ContentGroup', '<?xml version=""1.0"" encoding=""UTF-8""?>\r\n<ContentGroupList>\r\n  <ContentGroup contentGrpName=""SOBA_Covered_Units_4_Tiered"" contentGrpId=""DUMMY_1234"" />\r\n</ContentGroupList>\r\n\r\n', None)"
"('Stop_Loss_Contract', 'GSLOT-11133-XP_Schedule_of_Benefit_Aggregate', 'Composite_or_2_Tiered', 'SOBA_Covered_Units_Composite_or_2_Tiered', '<Criteria><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_TIEREDLIVESAGG"" operator=""EQ"" compValue=""6430"" rParen="""" connector=""OR"" /><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_TIEREDLIVESAGG"" operator=""EQ"" compValue=""6433"" rParen="""" connector="""" /></Criteria>', 'ContentGroup', '<?xml version=""1.0"" encoding=""UTF-8""?>\r\n<ContentGroupList>\r\n  <ContentGroup contentGrpName=""SOBA_Covered_Units_Composite_or_2_Tiered"" contentGrpId=""DUMMY_1234"" />\r\n</ContentGroupList>\r\n\r\n', None)"
Stop_Loss_Contract,GSLOT-11133-XP_Schedule_of_Benefit_Aggregate,Dental_Lives_Not_Zero,SOBA_Dental,"<Criteria><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSAGGREGATE"" varField=""DENTALLIVES"" operator=""NE"" compValue=""NULL"" /></Criteria>",Section,,
"('Stop_Loss_Contract', 'GSLOT-11133-XP_Schedule_of_Benefit_Aggregate', 'Anniversary_Date_Applies', 'SOBA_Policy_Year', '<Criteria><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""ANNIVEFFDT"" operator=""NE"" compValue=""NULL"" /></Criteria>', 'ContentGroup', '<?xml version=""1.0"" encoding=""UTF-8""?>\r\n<ContentGroupList>\r\n  <ContentGroup contentGrpName=""SOBA_Policy_Year"" contentGrpId=""DUMMY_1234"" />\r\n</ContentGroupList>\r\n\r\n', None)"
"('Stop_Loss_Contract', 'GSLOT-11133-XP_Schedule_of_Benefit_Aggregate', 'Anniversary_Date_Not_Applicable', 'SOBA_Policy_Year', '<Criteria><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""ANNIVEFFDT"" operator=""EQ"" compValue=""NULL"" rParen="""" /></Criteria>', 'ContentGroup', '<?xml version=""1.0"" encoding=""UTF-8""?>\r\n<ContentGroupList>\r\n  <ContentGroup contentGrpName=""SOBA_Policy_Year"" contentGrpId=""DUMMY_1234"" />\r\n</ContentGroupList>\r\n\r\n', None)"
"('Stop_Loss_Contract', 'GSLOT-11133-XP_Schedule_of_Benefit_Aggregate', 'Premium_Frequency_Annual_and_No_Anniversary_Date', 'SOBA_Premium_Due_Annual_No_Anniversary_Date', '<Criteria><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_PREMFREQAGG"" operator=""EQ"" compValue=""6631"" rParen="""" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""ANNIVEFFDT"" operator=""EQ"" compValue=""NULL"" /></Criteria>', 'ContentGroup', '<?xml version=""1.0"" encoding=""UTF-8""?>\r\n<ContentGroupList>\r\n  <ContentGroup contentGrpName=""SOBA_Premium_Due_Annual_No_Anniversary_Date"" contentGrpId=""DUMMY_1234"" />\r\n</ContentGroupList>\r\n\r\n', None)"
"('Stop_Loss_Contract', 'GSLOT-11133-XP_Schedule_of_Benefit_Aggregate', 'Premium_Frequency_Annual_with_Anniversary_Date', 'SOBA_Premium_Due_Annual_with_Anniversary_Date', '<Criteria><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_PREMFREQAGG"" operator=""EQ"" compValue=""6631"" rParen="""" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""ANNIVEFFDT"" operator=""NE"" compValue=""NULL"" /></Criteria>', 'ContentGroup', '<?xml version=""1.0"" encoding=""UTF-8""?>\r\n<ContentGroupList>\r\n  <ContentGroup contentGrpName=""SOBA_Premium_Due_Annual_with_Anniversary_Date"" contentGrpId=""DUMMY_1234"" />\r\n</ContentGroupList>\r\n\r\n', None)"
"('Stop_Loss_Contract', 'GSLOT-11133-XP_Schedule_of_Benefit_Aggregate', 'Frequency_is_Monthly_without_Anniversary_Date', 'SOBA_Premium_Due_Monthly_No_Anniversary_Date', '<Criteria><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""ANNIVEFFDT"" operator=""EQ"" compValue=""NULL"" rParen="""" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_PREMFREQAGG"" operator=""EQ"" compValue=""6630"" /></Criteria>', 'ContentGroup', '<?xml version=""1.0"" encoding=""UTF-8""?>\r\n<ContentGroupList>\r\n  <ContentGroup contentGrpName=""SOBA_Premium_Due_Monthly_No_Anniversary_Date"" contentGrpId=""DUMMY_1234"" />\r\n</ContentGroupList>\r\n\r\n', None)"
"('Stop_Loss_Contract', 'GSLOT-11133-XP_Schedule_of_Benefit_Aggregate', 'Frequency_is_Monthly_with_Anniversary_Date', 'SOBA_Premium_Due_Monthly_with_Anniversary_Date', '<Criteria><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""ANNIVEFFDT"" operator=""NE"" compValue=""NULL"" rParen="""" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_PREMFREQAGG"" operator=""EQ"" compValue=""6630"" /></Criteria>', 'ContentGroup', '<?xml version=""1.0"" encoding=""UTF-8""?>\r\n<ContentGroupList>\r\n  <ContentGroup contentGrpName=""SOBA_Premium_Due_Monthly_with_Anniversary_Date"" contentGrpId=""DUMMY_1234"" />\r\n</ContentGroupList>\r\n\r\n', None)"
"('Stop_Loss_Contract', 'GSLOT-11133-XP_Schedule_of_Benefit_Aggregate', 'Premium_Frequency_is_Monthly', 'SOBA_Premium_Rate', '<Criteria><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_PREMFREQAGG"" operator=""EQ"" compValue=""6630"" rParen="""" /></Criteria>', 'ContentGroup', '<?xml version=""1.0"" encoding=""UTF-8""?>\r\n<ContentGroupList>\r\n  <ContentGroup contentGrpName=""SOBA_Premium_Rate"" contentGrpId=""DUMMY_1234"" />\r\n</ContentGroupList>\r\n\r\n', None)"
"('Stop_Loss_Contract', 'GSLOT-11133-XP_Schedule_of_Benefit_Aggregate', 'Premium_Frequency_Annual_and_No_Anniversary_Date', 'SOBA_Premium_Rate_per_Policy_Year', '<Criteria><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_PREMFREQAGG"" operator=""EQ"" compValue=""6631"" rParen="""" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""ANNIVEFFDT"" operator=""EQ"" compValue=""NULL"" /></Criteria>', 'ContentGroup', '<?xml version=""1.0"" encoding=""UTF-8""?>\r\n<ContentGroupList>\r\n  <ContentGroup contentGrpName=""SOBA_Premium_Rate_per_Policy_Year"" contentGrpId=""DUMMY_1234"" />\r\n</ContentGroupList>\r\n\r\n', None)"
